Fid,Vehicle_Model,Battery_Capacity_kWh,Charging_Station_ID,Charging Station Location,Charging_Start_Time,Charging_EndTime,Energy_Consumed_kWh,Charging_Duration_hours,Charging_Rate_kW,Charging_Cost_USD,Vehicle_Age_years,Charger_Type,User_Type,Label
10.42.0.1-10.42.0.42-53-3120-17,Hyundai Kona,62,Station_256,Los Angeles,31-01-24 19:00,31-01-24 20:35,10.13770944,1.582369812,36.07784471,26.5542637,1,Level 1,Commuter,0
140.205.230.49-10.42.0.211-443-34345-6,Nissan Leaf,75,Station_307,Chicago,31-01-24 20:00,31-01-24 22:59,62.53761053,3.111666692,24.18785232,21.66319865,5,Level 2,Commuter,0
10.42.0.211-10.42.0.1-20025-53-17,Hyundai Kona,62,Station_74,New York,31-01-24 21:00,31-01-24 21:49,,2.367179119,31.71470233,18.09921836,6,DC Fast Charger,Long-Distance Traveler,0
10.42.0.151-10.42.0.1-10681-53-17,Nissan Leaf,37.32971365,Station_171,Chicago,31-01-24 22:00,31-01-24 23:02,16.49721204,1.811355114,9.554956967,12.18922157,0,Level 2,Long-Distance Traveler,0
172.217.10.46-10.42.0.211-443-38651-6,Hyundai Kona,94.20058699,Station_377,Los Angeles,31-01-24 23:00,01-02-24 0:41,9.127828167,0.993148733,,8.658388336,2,Level 1,Commuter,1
172.217.10.142-10.42.0.151-443-41590-6,Chevy Bolt,50,Station_143,Los Angeles,01-02-24 0:00,01-02-24 0:54,43.9998593,3.557982114,30.2447228,24.30918661,0,Level 2,Long-Distance Traveler,0
172.217.12.202-10.42.0.42-443-40533-6,Chevy Bolt,62,Station_166,Houston,01-02-24 1:00,01-02-24 2:15,41.7666481,4.592690577,21.83372403,36.70441022,6,Level 1,Casual Driver,1
10.42.0.211-54.88.144.196-38840-443-6,Chevy Bolt,100,Station_399,San Francisco,01-02-24 2:00,01-02-24 3:42,6.695332952,2.133601462,4.050226868,34.45915336,5,DC Fast Charger,Long-Distance Traveler,0
10.42.0.211-10.42.0.1-34095-53-17,Chevy Bolt,62,Station_261,San Francisco,01-02-24 3:00,01-02-24 5:07,69.4391779,3.659591614,16.61338766,12.61264234,5,Level 2,Long-Distance Traveler,0
239.255.255.250-10.42.0.1-1900-43760-17,Tesla Model 3,75,Station_221,Los Angeles,01-02-24 4:00,01-02-24 5:26,38.71120716,2.967560243,14.53360131,14.3618485,5,Level 1,Casual Driver,0
10.42.0.211-10.42.0.1-53894-53-17,Chevy Bolt,81.36841583,Station_83,Houston,01-02-24 5:00,01-02-24 6:56,57.97765789,2.859080313,6.499187935,14.33823364,5,DC Fast Charger,Long-Distance Traveler,0
172.217.6.225-10.42.0.211-443-37765-6,BMW i3,75,Station_182,Houston,01-02-24 6:00,01-02-24 8:42,74.10752218,2.224661484,45.69740275,14.75800919,3,Level 2,Casual Driver,0
172.217.6.202-10.42.0.211-443-58951-6,BMW i3,100,Station_307,New York,01-02-24 7:00,01-02-24 8:24,40.31906198,1.743606925,11.76785057,15.10026642,7,Level 1,Casual Driver,0
172.217.12.170-10.42.0.42-443-59355-6,Tesla Model 3,50,Station_10,San Francisco,01-02-24 8:00,01-02-24 9:30,47.19807479,2.861382946,44.33661035,27.38521459,6,Level 2,Commuter,0
10.42.0.211-10.42.0.1-53695-53-17,Chevy Bolt,100,Station_396,Los Angeles,01-02-24 9:00,01-02-24 10:58,22.51563514,3.555559885,35.15248472,11.21994374,6,DC Fast Charger,Commuter,0
10.42.0.211-10.42.0.1-55841-53-17,Chevy Bolt,62,Station_4,Chicago,01-02-24 10:00,01-02-24 10:37,68.26093768,2.413579318,33.64483514,17.03441064,7,DC Fast Charger,Long-Distance Traveler,0
172.217.10.35-10.42.0.211-443-53798-6,Chevy Bolt,50,Station_351,San Francisco,01-02-24 11:00,01-02-24 11:45,73.50597036,1.83590907,30.93142779,31.84900964,2,Level 1,Commuter,0
10.42.0.151-10.42.0.1-46791-53-17,Hyundai Kona,75,Station_402,New York,01-02-24 12:00,01-02-24 15:25,73.8693626,1.196800143,26.08697308,5.644054414,4,Level 2,Long-Distance Traveler,0
172.217.10.227-10.42.0.151-443-45350-6,Nissan Leaf,50,Station_336,Houston,01-02-24 13:00,01-02-24 15:25,64.37713244,2.314860017,15.2565692,8.811798669,3,Level 2,Long-Distance Traveler,0
172.217.12.170-10.42.0.151-443-57281-6,Hyundai Kona,50,Station_488,Los Angeles,01-02-24 14:00,01-02-24 15:30,12.01009527,0.752959595,47.9020613,35.09170481,5,DC Fast Charger,Commuter,1
10.42.0.211-104.254.66.16-44686-80-6,Nissan Leaf,29.59428889,Station_292,San Francisco,01-02-24 15:00,01-02-24 15:44,36.22621241,3.992427387,27.19648783,21.93271671,3,Level 2,Commuter,0
220.170.182.31-10.42.0.211-443-35141-6,Chevy Bolt,100,Station_281,Chicago,01-02-24 16:00,01-02-24 19:42,28.84698737,3.29371339,11.02764841,10.43087545,4,Level 2,Long-Distance Traveler,0
10.42.0.211-10.42.0.1-10977-53-17,Chevy Bolt,85,Station_215,New York,01-02-24 17:00,01-02-24 19:59,76.58011324,2.678096541,41.12251368,21.31685318,1,Level 2,Long-Distance Traveler,0
172.217.12.174-10.42.0.42-443-50377-6,Hyundai Kona,50,Station_460,New York,01-02-24 18:00,01-02-24 20:40,74.13419248,2.186374674,47.81692136,11.34921504,6,Level 1,Long-Distance Traveler,0
10.42.0.211-23.206.125.17-38533-80-6,Hyundai Kona,100,Station_98,San Francisco,01-02-24 19:00,01-02-24 21:11,73.80921664,2.36986948,10.5759383,5.307741456,4,DC Fast Charger,Casual Driver,0
10.42.0.211-31.13.69.195-55836-443-6,Nissan Leaf,50,Station_420,Chicago,01-02-24 20:00,01-02-24 21:23,35.02666957,1.739521091,22.02798565,28.80826687,2,Level 1,Long-Distance Traveler,0
10.42.0.211-10.42.0.1-55484-53-17,BMW i3,62,Station_101,New York,01-02-24 21:00,01-02-24 21:43,,2.202983393,10.60460822,15.10853922,7,DC Fast Charger,Long-Distance Traveler,0
10.42.0.151-104.244.46.7-52877-443-6,Nissan Leaf,85,Station_451,Los Angeles,01-02-24 22:00,01-02-24 23:05,35.89954921,1.772447029,12.51189727,20.24627921,4,Level 1,Long-Distance Traveler,0
172.217.6.195-10.42.0.151-443-51025-6,Hyundai Kona,62,Station_9,New York,01-02-24 23:00,02-02-24 2:59,48.33018276,2.15414623,14.81256989,15.30369673,4,Level 1,Commuter,0
172.217.10.142-10.42.0.151-443-56748-6,Hyundai Kona,75,Station_61,Chicago,02-02-24 0:00,02-02-24 2:14,53.71493233,1.692367291,23.72699961,30.14366714,7,Level 1,Commuter,0
10.42.0.211-10.42.0.1-52927-53-17,Tesla Model 3,75,Station_309,Houston,02-02-24 1:00,02-02-24 2:51,15.5583755,0.755443089,44.45073085,28.83648567,1,Level 2,Casual Driver,0
172.217.9.234-10.42.0.211-443-43810-6,Hyundai Kona,50,Station_146,Houston,02-02-24 2:00,02-02-24 3:36,40.7367048,2.534525414,9.866759209,36.57452173,0,DC Fast Charger,Long-Distance Traveler,1
10.42.0.211-106.11.94.1-43440-443-6,Tesla Model 3,62,Station_427,San Francisco,02-02-24 3:00,02-02-24 3:39,11.5797708,3.616099729,9.634031616,5.777750427,1,Level 1,Long-Distance Traveler,0
10.42.0.151-23.194.108.102-50473-443-6,BMW i3,75,Station_419,Chicago,02-02-24 4:00,02-02-24 5:18,39.67667007,6.75915168,43.1204033,15.29852516,2,Level 2,Long-Distance Traveler,1
10.42.0.211-64.34.226.87-47485-443-6,Nissan Leaf,100,Station_63,New York,02-02-24 5:00,02-02-24 7:20,5.755335112,1.588658619,10.87967612,25.17200545,3,Level 1,Long-Distance Traveler,0
216.58.219.206-10.42.0.42-443-54791-6,Nissan Leaf,50,Station_121,New York,02-02-24 6:00,02-02-24 7:34,54.4865632,1.609548654,,11.30078074,1,Level 2,Long-Distance Traveler,1
208.80.154.224-10.42.0.42-80-58752-6,Tesla Model 3,62,Station_226,Houston,02-02-24 7:00,02-02-24 8:26,20.51871405,3.646583045,27.17353746,13.37200144,5,Level 1,Long-Distance Traveler,0
175.100.207.233-10.42.0.151-80-52123-6,Nissan Leaf,62,Station_105,Houston,02-02-24 8:00,02-02-24 8:56,13.58796474,3.517065237,40.81172935,37.89794296,7,DC Fast Charger,Commuter,0
10.42.0.42-64.71.142.110-59724-443-6,Hyundai Kona,50,Station_462,Los Angeles,02-02-24 9:00,02-02-24 12:52,19.97640696,2.287342909,35.90037572,22.64215189,2,DC Fast Charger,Casual Driver,1
10.42.0.42-104.193.88.109-42366-80-6,Chevy Bolt,50,Station_260,Houston,02-02-24 10:00,02-02-24 12:22,73.37136541,3.022632764,45.50795122,11.86812162,4,Level 1,Commuter,0
192.229.163.180-10.42.0.42-443-52286-6,Tesla Model 3,75,Station_349,Los Angeles,02-02-24 11:00,02-02-24 13:42,75.62261391,3.7388535,37.17557076,17.79796611,6,Level 1,Commuter,1
10.42.0.211-54.192.37.39-50897-443-6,Nissan Leaf,64.77070141,Station_425,New York,02-02-24 12:00,02-02-24 13:40,15.56779578,1.222021353,49.63914436,18.54969564,6,Level 1,Commuter,0
191.239.8.125-10.42.0.42-443-36658-6,Tesla Model 3,50,Station_255,Los Angeles,02-02-24 13:00,02-02-24 14:52,36.63162352,0.974393546,17.49863275,31.16309139,5,Level 1,Casual Driver,0
202.77.129.150-10.42.0.42-80-40121-6,Tesla Model 3,50,Station_429,Los Angeles,02-02-24 14:00,02-02-24 15:26,6.307290913,2.798826325,21.85192996,23.87933114,2,Level 2,Long-Distance Traveler,0
10.42.0.42-52.84.29.134-41417-443-6,Chevy Bolt,50,Station_434,San Francisco,02-02-24 15:00,02-02-24 17:29,52.18352149,2.880199062,37.91246435,12.9951544,3,DC Fast Charger,Casual Driver,0
10.42.0.211-77.234.42.92-47583-443-6,Hyundai Kona,75,Station_207,Houston,02-02-24 16:00,02-02-24 18:02,,1.774553694,29.83758581,36.8859008,6,Level 2,Commuter,0
192.229.173.173-10.42.0.211-80-55326-6,Tesla Model 3,61.46088547,Station_28,Los Angeles,02-02-24 17:00,02-02-24 17:44,17.21874448,0.957521116,47.74613739,15.17599523,1,DC Fast Charger,Commuter,0
10.42.0.42-62.138.0.117-38289-80-6,Nissan Leaf,50,Station_170,New York,02-02-24 18:00,02-02-24 20:20,48.14596961,2.867363493,15.5216618,31.83906197,0,Level 1,Commuter,0
10.42.0.211-10.42.0.1-8912-53-17,BMW i3,62,Station_336,Chicago,02-02-24 19:00,02-02-24 21:10,25.12116467,1.010506969,32.09365177,14.44083823,3,DC Fast Charger,Commuter,0
10.42.0.211-10.42.0.1-4138-53-17,Tesla Model 3,85,Station_76,Los Angeles,02-02-24 20:00,02-02-24 22:28,67.90283934,0.835318745,41.0670411,25.57013992,1,Level 1,Long-Distance Traveler,0
173.194.175.138-10.42.0.211-443-52524-6,Tesla Model 3,85,Station_116,Houston,02-02-24 21:00,02-02-24 22:45,43.25451714,3.210764372,19.27803572,13.3747112,1,Level 1,Commuter,0
10.42.0.42-106.39.169.66-57117-80-6,Chevy Bolt,62,Station_69,San Francisco,02-02-24 22:00,03-02-24 1:07,62.61550759,1.8150454,19.79464959,16.78765405,3,Level 2,Commuter,0
203.205.158.60-10.42.0.42-80-58920-6,Hyundai Kona,85,Station_354,New York,02-02-24 23:00,02-02-24 23:49,43.82590012,3.12812823,41.8374625,58.74667669,7,DC Fast Charger,Long-Distance Traveler,0
172.217.12.202-10.42.0.211-443-57279-6,BMW i3,100,Station_234,San Francisco,03-02-24 0:00,03-02-24 3:14,31.18702899,1.860443342,11.58174439,17.2637317,6,Level 2,Commuter,0
10.42.0.1-10.42.0.42-53-45073-17,Nissan Leaf,75,Station_1,Chicago,03-02-24 1:00,03-02-24 3:40,74.82644569,1.398582211,43.13328346,26.21871804,3.043569798,Level 2,Long-Distance Traveler,0
203.130.53.126-10.42.0.151-80-50088-6,BMW i3,85,Station_167,Los Angeles,03-02-24 2:00,03-02-24 3:42,,1.683377969,9.433507337,22.94748659,7,Level 2,Casual Driver,0
10.42.0.211-104.192.110.245-34806-80-6,Nissan Leaf,75,Station_352,Los Angeles,03-02-24 3:00,03-02-24 5:31,78.89524911,1.225895512,30.74927682,7.260289754,4,Level 2,Long-Distance Traveler,0
10.42.0.211-10.42.0.1-1081-53-17,Hyundai Kona,62,Station_218,Houston,03-02-24 4:00,03-02-24 5:10,10.24188589,1.394747103,29.21621369,34.65331381,3,DC Fast Charger,Commuter,1
172.217.8.4-10.42.0.42-443-55457-6,Nissan Leaf,85,Station_273,Los Angeles,03-02-24 5:00,03-02-24 8:16,5.144893572,1.996622706,9.230954632,21.48947597,0,DC Fast Charger,Long-Distance Traveler,0
175.100.207.231-10.42.0.211-80-57252-6,Chevy Bolt,50,Station_368,New York,03-02-24 6:00,03-02-24 9:03,59.92281442,3.75321648,30.42944813,14.11772572,7,Level 2,Commuter,0
10.42.0.211-10.42.0.1-36127-53-17,Chevy Bolt,62,Station_251,Chicago,03-02-24 7:00,03-02-24 9:39,8.353019856,3.430484458,34.71968172,35.66061844,7,DC Fast Charger,Commuter,0
172.217.12.130-10.42.0.211-443-44094-6,Chevy Bolt,58.36980452,Station_347,San Francisco,03-02-24 8:00,03-02-24 8:52,40.76283311,0.938436579,41.33293546,24.91450468,3,Level 1,Casual Driver,0
10.42.0.211-10.42.0.1-27847-53-17,Chevy Bolt,85,Station_344,Chicago,03-02-24 9:00,03-02-24 9:52,18.89056337,1.418783743,17.00535034,28.24275582,2,DC Fast Charger,Commuter,0
202.77.129.150-10.42.0.211-80-35289-6,BMW i3,50,Station_419,Los Angeles,03-02-24 10:00,03-02-24 12:53,42.79819076,2.342711366,33.78877719,12.77662117,3,Level 2,Commuter,0
172.217.12.142-10.42.0.211-443-51143-6,Hyundai Kona,62,Station_174,San Francisco,03-02-24 11:00,03-02-24 11:38,12.81436315,2.588535181,27.38199435,29.63541951,1,Level 1,Commuter,0
172.217.10.142-10.42.0.42-443-57880-6,Nissan Leaf,75,Station_170,Houston,03-02-24 12:00,03-02-24 12:42,8.918418778,1.556936696,16.24196336,8.640023654,1.208633083,Level 1,Long-Distance Traveler,0
172.217.11.10-10.42.0.151-443-39173-6,Nissan Leaf,62,Station_246,Chicago,03-02-24 13:00,03-02-24 16:05,0.121143295,1.455635915,45.58156227,37.71055485,2,Level 1,Commuter,0
10.42.0.211-10.42.0.1-12149-53-17,Chevy Bolt,62,Station_423,San Francisco,03-02-24 14:00,03-02-24 17:04,10.91135579,1.984544632,20.99245326,15.13522671,5,Level 1,Commuter,0
10.42.0.211-123.125.115.164-38909-443-6,Chevy Bolt,75,Station_90,San Francisco,03-02-24 15:00,03-02-24 16:20,7.858868389,3.361128706,4.830371677,36.51188192,0,Level 1,Commuter,0
10.42.0.1-10.42.0.42-53-64151-17,Tesla Model 3,75,Station_49,San Francisco,03-02-24 16:00,03-02-24 17:33,70.1713546,3.827945832,12.96252218,13.92100754,3.286324572,Level 2,Casual Driver,0
203.205.179.172-10.42.0.42-80-60909-6,Hyundai Kona,62,Station_446,New York,03-02-24 17:00,03-02-24 18:21,15.18743213,2.734597571,13.08002299,26.15309479,2,Level 2,Casual Driver,0
10.42.0.1-10.42.0.42-53-3477-17,BMW i3,85,Station_294,Chicago,03-02-24 18:00,03-02-24 21:58,77.86131613,0.706536646,30.14418744,37.13040463,0,Level 1,Long-Distance Traveler,1
216.58.219.206-10.42.0.42-443-52002-6,Nissan Leaf,62,Station_407,San Francisco,03-02-24 19:00,03-02-24 20:07,37.18929365,1.228841335,3.856692167,17.77424892,0.088598258,Level 2,Casual Driver,0
198.11.188.78-10.42.0.211-443-33879-6,Tesla Model 3,62,Station_150,Chicago,03-02-24 20:00,03-02-24 22:09,25.71192393,2.309327717,32.62090777,29.45116374,5,DC Fast Charger,Casual Driver,0
203.130.53.126-10.42.0.211-80-52101-6,Tesla Model 3,50,Station_132,San Francisco,03-02-24 21:00,04-02-24 0:42,9.086246708,2.010057473,14.08872604,16.94513542,5,Level 2,Long-Distance Traveler,0
10.42.0.211-104.192.110.245-35706-443-6,Nissan Leaf,75,Station_433,Houston,03-02-24 22:00,04-02-24 0:55,27.00471086,3.441490898,46.41136085,38.52706304,2,DC Fast Charger,Casual Driver,0
172.217.3.98-10.42.0.211-443-53902-6,BMW i3,50,Station_59,Houston,03-02-24 23:00,04-02-24 2:40,6.661747206,4.110062624,10.89013108,30.89770569,6,Level 2,Commuter,0
206.126.112.142-10.42.0.151-443-40011-6,Tesla Model 3,100,Station_457,Houston,04-02-24 0:00,04-02-24 1:20,53.64842443,3.408542212,47.29035525,14.66503914,2,DC Fast Charger,Commuter,0
10.42.0.211-23.46.218.213-55178-443-6,Tesla Model 3,85,Station_324,Los Angeles,04-02-24 1:00,04-02-24 3:46,40.65621778,3.377783999,49.9207256,38.44754632,0,DC Fast Charger,Commuter,0
10.42.0.211-104.193.88.109-57976-80-6,Hyundai Kona,100,Station_199,San Francisco,04-02-24 2:00,04-02-24 4:50,71.16250434,1.202607322,44.74486265,23.70127505,3.73405531,Level 1,Casual Driver,0
172.217.12.195-10.42.0.42-443-48626-6,BMW i3,85,Station_215,Los Angeles,04-02-24 3:00,04-02-24 6:17,16.11111132,1.061027158,22.45670566,25.79939071,4,Level 2,Long-Distance Traveler,0
10.42.0.151-104.118.220.50-60369-443-6,Tesla Model 3,47.59576449,Station_386,Chicago,04-02-24 4:00,04-02-24 5:24,58.91061762,2.283296446,23.37959846,9.749992695,1,Level 1,Casual Driver,1
183.136.237.235-10.42.0.211-80-42134-6,BMW i3,100,Station_49,Los Angeles,04-02-24 5:00,04-02-24 7:18,8.751670019,3.135535702,11.59538327,5.043208361,0,DC Fast Charger,Long-Distance Traveler,0
174.129.32.117-10.42.0.211-443-55547-6,Nissan Leaf,100,Station_472,Chicago,04-02-24 6:00,04-02-24 9:56,31.88807234,1.388571419,39.83717408,21.14919718,4,Level 2,Commuter,0
172.217.3.110-10.42.0.151-443-48330-6,Chevy Bolt,50,Station_232,Chicago,04-02-24 7:00,04-02-24 10:20,64.0437727,0.530419323,46.35165386,38.26495024,0,Level 2,Long-Distance Traveler,1
10.42.0.151-64.71.142.124-54164-443-6,Tesla Model 3,100,Station_247,Chicago,04-02-24 8:00,04-02-24 9:13,56.04529026,2.492111769,19.01024308,13.46637064,7,Level 1,Commuter,0
10.42.0.211-31.13.69.197-55423-443-6,Hyundai Kona,62,Station_382,Los Angeles,04-02-24 9:00,04-02-24 11:19,10.31787223,2.346320614,18.57163916,25.08585568,3,Level 2,Casual Driver,1
183.79.250.123-10.42.0.211-443-60626-6,Nissan Leaf,100,Station_479,San Francisco,04-02-24 10:00,04-02-24 13:45,72.79850068,3.675364742,15.44209121,19.06124363,5,Level 2,Casual Driver,0
222.73.28.96-10.42.0.211-80-41496-6,BMW i3,85,Station_239,Los Angeles,04-02-24 11:00,04-02-24 14:10,67.88757428,1.945335136,30.12670191,9.410223532,3,Level 2,Long-Distance Traveler,0
157.55.56.163-10.42.0.211-40027-60774-17,Nissan Leaf,75,Station_415,San Francisco,04-02-24 12:00,04-02-24 15:01,41.24835865,2.827611166,32.95083718,34.56122689,5,DC Fast Charger,Casual Driver,0
173.194.204.157-10.42.0.42-443-40664-6,Tesla Model 3,100,Station_367,San Francisco,04-02-24 13:00,04-02-24 16:13,35.02411119,0.918672424,32.09278848,8.515026701,4.789456705,Level 1,Long-Distance Traveler,0
172.217.3.110-10.42.0.151-443-32956-6,BMW i3,100,Station_168,Chicago,04-02-24 14:00,04-02-24 16:37,54.91320566,2.040456464,7.600372848,32.21803368,1,DC Fast Charger,Casual Driver,0
10.42.0.42-106.11.95.2-41974-443-6,Chevy Bolt,75,Station_48,Los Angeles,04-02-24 15:00,04-02-24 17:14,51.023353,3.034842754,45.80149944,39.1307183,1,Level 1,Casual Driver,0
172.217.12.174-10.42.0.151-443-58171-6,Nissan Leaf,12.03333697,Station_51,San Francisco,04-02-24 16:00,04-02-24 16:39,62.63359253,0.668854431,9.03850711,17.68230665,0,DC Fast Charger,Casual Driver,0
172.217.10.238-10.42.0.151-443-36120-6,Tesla Model 3,105.2870677,Station_299,Houston,04-02-24 17:00,04-02-24 19:09,,1.851463574,8.126977133,37.22043017,6,DC Fast Charger,Long-Distance Traveler,0
209.85.232.102-10.42.0.151-443-36645-6,Hyundai Kona,62,Station_98,San Francisco,04-02-24 18:00,04-02-24 20:57,42.22277026,2.323445899,35.74897887,22.33210531,1,DC Fast Charger,Long-Distance Traveler,0
10.42.0.151-10.42.0.1-35923-53-17,BMW i3,140.7620616,Station_439,Houston,04-02-24 19:00,04-02-24 21:18,60.08034819,2.078305128,46.15424524,17.11106784,6,DC Fast Charger,Long-Distance Traveler,0
172.217.12.195-10.42.0.151-443-33560-6,Nissan Leaf,100,Station_216,Los Angeles,04-02-24 20:00,04-02-24 22:17,47.20021555,4.14649795,43.11477983,28.55912871,5,Level 1,Casual Driver,0
172.217.10.46-10.42.0.151-443-47892-6,Nissan Leaf,50,Station_177,Los Angeles,04-02-24 21:00,05-02-24 0:52,58.55989952,2.339015101,18.57688688,9.835438648,7,Level 2,Commuter,0
172.217.12.142-10.42.0.151-443-40348-6,Chevy Bolt,75,Station_380,Los Angeles,04-02-24 22:00,05-02-24 0:49,18.5290607,2.336419695,6.346335075,18.26605916,1,Level 1,Long-Distance Traveler,0
172.217.12.195-10.42.0.151-443-50810-6,Chevy Bolt,75,Station_474,San Francisco,04-02-24 23:00,05-02-24 2:39,20.02631386,1.826933687,41.61784215,28.40861579,4,Level 2,Commuter,0
10.42.0.42-68.67.178.137-34252-443-6,Hyundai Kona,75,Station_80,New York,05-02-24 0:00,05-02-24 2:55,61.12076152,0.863122986,,29.08311231,7,Level 1,Long-Distance Traveler,0
10.42.0.42-23.208.87.120-57681-80-6,Hyundai Kona,100,Station_185,San Francisco,05-02-24 1:00,05-02-24 3:03,47.99575166,2.691270519,39.15483035,10.67507512,2,Level 1,Long-Distance Traveler,0
10.42.0.211-119.146.74.34-50877-80-6,Tesla Model 3,100,Station_367,San Francisco,05-02-24 2:00,05-02-24 3:32,60.70480471,3.072487534,8.364823051,38.66687047,6,Level 1,Commuter,0
10.42.0.151-52.94.232.32-41779-443-6,Tesla Model 3,50,Station_461,Chicago,05-02-24 3:00,05-02-24 4:53,35.84392989,0.584134946,8.057717582,9.078226155,6.808033448,Level 1,Commuter,0
140.205.61.85-10.42.0.151-443-33772-6,Hyundai Kona,75,Station_399,Chicago,05-02-24 4:00,05-02-24 4:54,77.2613209,2.937547732,,28.10453406,1,DC Fast Charger,Casual Driver,0
10.42.0.211-14.204.144.144-38601-80-6,Hyundai Kona,75,Station_27,San Francisco,05-02-24 5:00,05-02-24 5:41,44.8755734,1.679198428,9.76614988,9.096976064,4.062688149,Level 1,Commuter,0
10.42.0.211-77.234.44.201-34797-80-6,BMW i3,75,Station_452,Houston,05-02-24 6:00,05-02-24 8:58,61.56734925,3.710275408,41.31627182,8.42112691,1,Level 1,Long-Distance Traveler,0
205.204.101.182-10.42.0.211-443-37397-6,Chevy Bolt,50,Station_464,Chicago,05-02-24 7:00,05-02-24 7:54,24.79706406,3.820788494,36.21828322,14.31336323,7,Level 2,Commuter,0
10.42.0.211-76.13.28.196-55046-443-6,Tesla Model 3,62,Station_448,San Francisco,05-02-24 8:00,05-02-24 8:40,73.07614589,5.945571288,8.455838522,37.44777918,2,DC Fast Charger,Commuter,0
10.42.0.211-23.194.141.179-48936-443-6,Chevy Bolt,85,Station_478,New York,05-02-24 9:00,05-02-24 10:33,6.535781252,1.705544571,13.4223909,14.00199756,2,DC Fast Charger,Commuter,0
10.42.0.211-10.42.0.1-24388-53-17,Chevy Bolt,62,Station_492,Houston,05-02-24 10:00,05-02-24 13:50,22.57288245,2.96014749,25.29157595,22.22480423,0,Level 1,Commuter,0
172.217.11.36-10.42.0.211-443-51855-6,Hyundai Kona,96.60872071,Station_414,Los Angeles,05-02-24 11:00,05-02-24 13:35,56.51645588,3.003171547,47.82948046,38.13296108,0,Level 1,Casual Driver,0
10.42.0.211-118.242.24.59-37971-18013-6,BMW i3,75,Station_420,San Francisco,05-02-24 12:00,05-02-24 13:19,,3.095390479,5.167601528,14.66733714,1,DC Fast Charger,Long-Distance Traveler,1
172.217.3.112-10.42.0.151-443-34768-6,Nissan Leaf,85,Station_195,San Francisco,05-02-24 13:00,05-02-24 16:39,76.44990711,2.272736337,20.55231728,11.34611166,3,DC Fast Charger,Long-Distance Traveler,0
10.42.0.211-77.234.44.79-51593-443-6,BMW i3,62,Station_214,Houston,05-02-24 14:00,05-02-24 15:58,51.49234638,3.911579304,35.21951804,21.37952636,5,Level 1,Long-Distance Traveler,0
172.217.11.10-10.42.0.211-443-47073-6,BMW i3,100,Station_369,Chicago,05-02-24 15:00,05-02-24 17:08,55.78259573,1.279709491,5.592196058,8.048298781,1,Level 1,Casual Driver,0
10.42.0.211-10.42.0.1-12214-53-17,Chevy Bolt,62,Station_342,Chicago,05-02-24 16:00,05-02-24 18:25,67.7766598,5.211612226,9.801243016,38.00070015,2,Level 1,Commuter,0
203.130.53.126-10.42.0.211-80-39060-6,BMW i3,73.85002716,Station_114,Chicago,05-02-24 17:00,05-02-24 19:05,37.05562159,1.683372972,7.322418539,38.64530824,7,Level 2,Long-Distance Traveler,1
198.11.132.221-10.42.0.211-443-48553-6,Tesla Model 3,50,Station_242,Los Angeles,05-02-24 18:00,05-02-24 21:26,40.27129522,2.776942426,7.675572872,14.40244266,3,DC Fast Charger,Long-Distance Traveler,0
10.42.0.151-10.42.0.1-23846-53-17,Chevy Bolt,75,Station_124,Houston,05-02-24 19:00,05-02-24 19:43,44.76974192,0.640695419,20.59023558,29.60976805,2,Level 2,Commuter,0
203.205.158.63-10.42.0.151-80-46184-6,Tesla Model 3,75,Station_305,Houston,05-02-24 20:00,05-02-24 20:30,38.21376481,1.88862824,35.89219701,22.23454649,6,DC Fast Charger,Long-Distance Traveler,1
10.42.0.151-104.193.88.109-56815-80-6,Nissan Leaf,53.97365866,Station_76,Chicago,05-02-24 21:00,06-02-24 0:58,65.12042575,2.426058377,12.30972507,14.95614055,7,DC Fast Charger,Commuter,0
172.217.3.100-10.42.0.42-443-54699-6,Chevy Bolt,50,Station_311,Chicago,05-02-24 22:00,05-02-24 22:54,64.00002117,3.445621811,30.22669453,29.52794615,0,DC Fast Charger,Casual Driver,0
192.229.173.173-10.42.0.151-80-57989-6,Nissan Leaf,85,Station_469,New York,05-02-24 23:00,06-02-24 2:36,5.013889647,1.012339128,46.87510964,24.11440833,1,DC Fast Charger,Long-Distance Traveler,1
203.205.179.172-10.42.0.211-80-47108-6,Chevy Bolt,85,Station_312,New York,06-02-24 0:00,06-02-24 1:41,49.97892583,1.436500395,,34.37326518,3,DC Fast Charger,Long-Distance Traveler,0
172.217.9.227-10.42.0.42-443-59440-17,Hyundai Kona,100,Station_196,San Francisco,06-02-24 1:00,06-02-24 2:38,,0.595208781,,21.59110538,0,Level 1,Commuter,0
172.217.12.142-10.42.0.211-443-60147-6,BMW i3,62,Station_351,San Francisco,06-02-24 2:00,06-02-24 4:42,74.93688348,1.504510869,14.43474941,38.30264742,4,Level 2,Casual Driver,0
10.42.0.211-10.42.0.1-51607-53-17,Hyundai Kona,75,Station_44,Houston,06-02-24 3:00,06-02-24 5:14,40.25719688,1.441548759,17.94739459,18.66412193,6,Level 2,Long-Distance Traveler,1
10.42.0.151-10.42.0.1-53178-53-17,Nissan Leaf,62,Station_415,Houston,06-02-24 4:00,06-02-24 6:56,51.20288963,1.447056636,45.19091647,39.19681508,0,DC Fast Charger,Commuter,0
